,movie_title,release_year,runtime
23126,The Fish Child,2009,96.0
23127,Hick,2011,99.0
23128,Prometheus,2012,124.0
23129,The Pact,2012,89.0
23130,Phyllis and Harold,2010,85.0
23131,Letters to God,2010,110.0
23132,Bernie,1996,87.0
23133,Bernie,2012,100.0
23134,Desi Boyz,2011,122.0
23135,Ten North Frederick,1958,102.0
23136,3 A.M.,2001,88.0
23137,Deadline - U.S.A.,1952,87.0
23138,Inhale,2010,100.0
23139,Rated X: A Journey Through Porn,1999,92.0
23140,Just Friends?,2009,29.0
23141,Take This Waltz,2011,116.0
23142,Berlin '36,2009,100.0
23143,Sound of Noise,2010,102.0
23144,The Blot,1921,90.0
23145,Dr. Crippen,1964,98.0
23146,Dickson Experimental Sound Film,1894,1.0
23147,Wanderlust,2012,98.0
23148,Wanderlust,2006,84.0
23149,Harriet Craig,1950,90.0
23150,Ladies They Talk About,1933,69.0
23151,Moonrise Kingdom,2012,94.0
23152,There Be Dragons,2011,112.0
23153,Texas Killing Fields,2011,105.0
23154,Kahaani,2012,122.0
23155,Superman vs. The Elite,2012,76.0
23156,I Wish,2011,127.0
23157,Stavisky,1974,120.0
23158,Never Take Sweets from a Stranger,1960,81.0
23159,Get the Gringo,2012,95.0
23160,Suicide Manual,2003,86.0
23161,The Keeper,2009,94.0
23162,The Keeper,2004,95.0
23163,The Keeper,1995,92.0
23164,5 Days of War,2011,113.0
23165,"Life, Above All",2010,100.0
23166,Bio Slime,2010,90.0
23167,Superman: Doomsday,2007,75.0
23168,Entr'acte,1924,22.0
23169,A Lake,2008,90.0
23170,Tracy Morgan: Black & Blue,2010,0.0
23171,The Importance of Tying Your Own Shoes,2011,96.0
23172,The Peach Thief,1964,84.0
23173,Salomé,1972,80.0
23174,Salomé,2002,85.0
23175,Salomé,2013,81.0
23176,Salomé,1923,74.0
23177,Outer Space,1999,10.0
23178,Exporting Raymond,2011,86.0
23179,Appointment with Danger,1951,89.0
23180,Vares - The Kiss of Evil,2011,94.0
23181,A Few Best Men,2011,97.0
23182,Late Bloomers,1996,107.0
23183,Late Bloomers,2011,88.0
23184,Late Bloomers,2006,86.0
23185,Cord,2000,100.0
23186,The Deadly Tower,1975,100.0
23187,Cosmopolis,2012,109.0
23188,House of the Rising Sun,2011,90.0
23189,A Thousand Words,2012,91.0
23190,Chimpanzee,2012,78.0
23191,Love's Deadly Triangle: The Texas Cadet Murder,1997,93.0
23192,Safety Not Guaranteed,2012,85.0
23193,Madagascar 3: Europe's Most Wanted,2012,93.0
23194,Bunnyman,2011,90.0
23195,Athena,1954,95.0
23196,The Lawless,1950,83.0
23197,Eaux d'artifice,1953,12.0
23198,Inauguration of the Pleasure Dome,1954,38.0
23199,Blackthorn,2011,98.0
23200,Your Sister's Sister,2011,90.0
23201,The Needle,1988,81.0
23202,The Beekeeper,1986,122.0
23203,Dragon Ball: Curse of the Blood Rubies,1986,50.0
23204,Dragon Ball: Sleeping Princess in Devil's Castle,1987,45.0
23205,Superman/Batman: Public Enemies,2009,67.0
23206,Dead Space: Aftermath,2010,85.0
23207,Iria: Zeiram the Animation,1994,151.0
23208,Kidnapped,1960,97.0
23209,Kidnapped,2010,85.0
23210,Kidnapped,1995,155.0
23211,This Special Friendship,1964,99.0
23212,Proteus,2003,100.0
23213,Proteus,1995,97.0
23214,Dragon Ball: Mystical Adventure,1988,48.0
23215,Dragon Ball Z: The World's Strongest,1990,60.0
23216,Brave,2012,93.0
23217,Brave,1994,58.0
23218,Beauty and the Beast: The Enchanted Christmas,1997,72.0
23219,Front of the Class,2008,95.0
23220,Alcina,1999,159.0
23221,The Pet,2006,94.0
23222,Dragon Ball Z: The Tree of Might,1990,61.0
23223,Pocahontas II: Journey to a New World,1998,72.0
23224,Bel Ami,2012,102.0
23225,What to Expect When You're Expecting,2012,110.0
23226,To Rome with Love,2012,111.0
23227,Don't Drink the Water,1994,92.0
23228,Don't Drink the Water,1969,100.0
23229,Abraham Lincoln: Vampire Hunter,2012,94.0
23230,Mad Dog Coll,1961,88.0
23231,Winning,1969,123.0
23232,First Position,2011,90.0
23233,4.3.2.1,2010,117.0
23234,Beauty #2,1965,66.0
23235,Wings in the Dark,1935,75.0
23236,Detention,2003,98.0
23237,Detention,2011,93.0
23238,Nina Frisk,2007,83.0
23239,Confession,1937,87.0
23240,Confession,2014,114.0
23241,Kind Lady,1951,78.0
23242,Kind Lady,1935,76.0
23243,Planet B-Boy,2008,98.0
23244,For Greater Glory - The True Story of Cristiada,2012,145.0
23245,Woochi : The Demon Slayer,2009,136.0
23246,Sorry if I Love You,2008,105.0
23247,Torpedo Bombers,1983,96.0
23248,Taxi Hunter,1993,89.0
23249,Rock of Ages,2012,123.0
23250,Seeking a Friend for the End of the World,2012,101.0
23251,Presto,2008,5.0
23252,Jack-Jack Attack,2004,5.0
23253,Hollywood Man,1976,107.0
23254,Jekyll & Hyde,1990,96.0
23255,Boundin',2003,5.0
23256,One Man Band,2005,4.0
23257,A Map For Saturday,2007,90.0
23258,The Silent Scream,1979,87.0
23259,Ted,2012,106.0
23260,The Giant Mechanical Man,2012,94.0
23261,Tin Toy,1988,5.0
23262,Magic Mike,2012,110.0
23263,Revenge of the Electric Car,2011,90.0
23264,Dragon Ball Z: Return of Cooler,1992,46.0
23265,Dragon Ball Z: Cooler's Revenge,1991,48.0
23266,Blood of the Vampire,1958,87.0
23267,Disneyland Dream,1956,35.0
23268,Disney Sing-Along-Songs: Under the Sea,1990,28.0
23269,Pulgasari,1985,95.0
23270,The Toughest Man in the World,1984,120.0
23271,On the Road,2012,137.0
23272,Norman,2010,97.0
23273,Joffrey: Mavericks of American Dance,2012,82.0
23274,Dragon Ball Z: Super Android 13,1992,46.0
23275,Dragon Ball Z: Broly - The Legendary Super Saiyan,1993,70.0
23276,Virtual JFK: Vietnam If Kennedy Had Lived,2008,0.0
23277,Extraterrestrial,2011,90.0
23278,Extraterrestrial,2014,101.0
23279,Extraterrestrial,2007,128.0
23280,Cleanskin,2012,108.0
23281,The Amazing Spider-Man,2012,136.0
23282,The Barchester Chronicles,1982,370.0
23283,Dragon Ball Z: Bojack Unbound,1993,50.0
23284,Reminiscences of a Journey to Lithuania,1972,76.0
23285,Noroi: The Curse,2005,115.0
23286,ID:A,2011,104.0
23287,A Colt Is My Passport,1967,84.0
23288,Coup de grâce,1976,97.0
23289,Wrong Turn 3: Left for Dead,2009,91.0
23290,Blacksmith Scene,1893,1.0
23291,Ice Age: Continental Drift,2012,88.0
23292,Beasts of the Southern Wild,2012,93.0
23293,Dangerous Davies,1981,120.0
23294,Dynamite,1929,129.0
23295,The Day the Fish Came Out,1967,109.0
23296,People Like Us,2012,114.0
23297,Crazed Fruit,1956,86.0
23298,Cruel Gun Story,1964,91.0
23299,Flame and Women,1967,101.0
23300,Euridice BA 2037,1975,96.0
23301,La sociedad del semáforo,2010,110.0
23302,The Flying Fleet,1929,100.0
23303,Savages,1972,106.0
23304,Savages,2012,131.0
23305,Savages,2006,100.0
23306,Balto II: Wolf Quest,2002,75.0
23307,Rat King,2012,94.0
23308,Bela Kiss: Prologue,2013,106.0
23309,Oneway-Ticket to Korsør,2008,104.0
23310,Candles on Bay Street,2006,93.0
23311,Once Upon A Time in Phuket,2011,105.0
23312,The War,1994,126.0
23313,The War,2007,874.0
23314,Thomas Jefferson,1997,180.0
23315,Mooz-lum,2011,95.0
23316,The Union,2012,87.0
23317,The Miser,1980,125.0
23318,Scorcher,2003,91.0
23319,The Firm,1993,154.0
23320,The Firm,2009,90.0
23321,Red's Dream,1987,4.0
23322,Spirit Camp,2009,0.0
23323,The Perfect Roommate,2011,100.0
23324,The Fatal Hour,1940,68.0
23325,Geri's Game,1997,4.0
23326,My Last Day Without You,2011,90.0
23327,Red Rover,2006,103.0
23328,Madea's Witness Protection,2012,114.0
23329,The Black Windmill,1974,106.0
23330,A Good Night to Die,2003,100.0
23331,Some Guy Who Kills People,2011,97.0
23332,Five Minarets in New York,2010,119.0
23333,No Problem,2010,140.0
23334,Prisoner 701: Sasori,2008,101.0
23335,Treasure Island,1950,96.0
23336,Treasure Island,1990,131.0
23337,Treasure Island,1934,103.0
23338,Treasure Island,2012,180.0
23339,Treasure Island,1972,94.0
23340,Treasure Island,1999,94.0
23341,Treasure Island,1982,205.0
23342,The Watch,2012,98.0
23343,Vampires,1998,108.0
23344,Vampires,2010,88.0
23345,"Drive, He Said",1971,95.0
23346,The Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper,1995,30.0
23347,The Adventures of Mary-Kate & Ashley: The Case of the United States Navy Adventure,1997,30.0
23348,Someday This Pain Will Be Useful to You,2011,96.0
23349,2 Days in New York,2012,91.0
23350,Radio On,1979,104.0
23351,2010: Moby Dick,2010,87.0
23352,Physical Promise,1975,95.0
23353,Terminal USA,1993,54.0
23354,From Beginning to End,2009,105.0
23355,The Cat in the Hat,2003,82.0
23356,The Cat in the Hat,1971,30.0
23357,"UltraMarathon Man: 50 Marathons, 50 States, 50 Days",2008,109.0
23358,Killer Joe,2011,102.0
23359,Jew Süss,1934,105.0
23360,The Gospel of Judas,2006,90.0
23361,Dragon Ball Z: Broly - Second Coming,1994,48.0
23362,King of Thorn,2009,105.0
23363,Bob Funk,2009,106.0
23364,Dragon Ball Z: Bio-Broly,1994,50.0
23365,Dragon Ball Z: Fusion Reborn,1995,55.0
23366,In the Grip of Passion,1947,90.0
23367,"Lost, Lost, Lost",1976,180.0
23368,Anaconda 3: Offspring,2008,91.0
23369,Wild Bill,1995,98.0
23370,Wild Bill,2011,98.0
23371,Pete Smalls Is Dead,2010,95.0
23372,Being Flynn,2012,102.0
23373,The Drum,1938,104.0
23374,Elephant Boy,1937,80.0
23375,The Forger,2011,96.0
23376,The Forger,2014,95.0
23377,A Child's Christmas in Wales,1987,55.0
23378,A Christmas Carol,1938,69.0
23379,A Christmas Carol,1984,100.0
23380,A Christmas Carol,2009,96.0
23381,A Christmas Carol,1999,95.0
23382,A Christmas Carol,1977,58.0
23383,A Christmas Carol,1997,72.0
23384,A Christmas Carol,2004,87.0
23385,Goodbye Charlie,1964,116.0
23386,Rage,2009,98.0
23387,Rage,2009,89.0
23388,Rage,2014,98.0
23389,Rage,1972,100.0
23390,Rage,2010,85.0
23391,Knick Knack,1989,4.0
23392,For the Birds,2000,3.0
23393,Ruby Sparks,2012,104.0
23394,Total Recall,1990,113.0
23395,Total Recall,2012,121.0
23396,Le Donk & Scor-zay-zee,2009,71.0
23397,388 Arletta Avenue,2011,87.0
23398,The Craigslist Killer,2011,95.0
23399,Babycall,2011,96.0
23400,The Fantastic Four,1994,90.0
23401,Bertie and Elizabeth,2002,120.0
23402,Infection,2004,98.0
23403,The Angels' Share,2012,101.0
23404,Carbon Nation,2011,86.0
23405,A Dangerous Man,2009,94.0
23406,The Immature,2011,108.0
23407,Morning of the Earth,1971,79.0
23408,Dragon Ball Z: Wrath of the Dragon,1995,51.0
23409,Dragon Ball Z: Bardock - The Father of Goku,1990,48.0
23410,Marriage Retreat,2011,97.0
23411,Vampire Journals,1997,92.0
23412,Dikkenek,2006,84.0
23413,La Classe Américaine,1993,72.0
23414,A Necessary Death,2008,101.0
23415,Oranges,2004,13.0
23416,Icarus,2010,88.0
23417,In the Name of the King 2: Two Worlds,2011,96.0
23418,The Door,2009,103.0
23419,Dragon Ball Z: The History of Trunks,1993,48.0
23420,Dragon Ball GT: A Hero's Legacy,1997,45.0
23421,The Kiss,1988,101.0
23422,The Kiss,1896,1.0
23423,The Kiss,1929,89.0
23424,The Kiss,1900,1.0
23425,The Kiss,2004,100.0
23426,Sidewalls,2011,95.0
23427,Dick Tracy vs. Cueball,1946,62.0
23428,Stash House,2012,95.0
23429,One in the Chamber,2012,91.0
23430,Decoys 2: Alien Seduction,2007,94.0
23431,Ax 'Em,1992,70.0
23432,Hierro,2009,94.0
23433,The Tortoise and the Hare,1935,9.0
23434,Steak,2007,82.0
23435,The Legend of Bigfoot,1976,76.0
23436,Neil Young Journeys,2012,87.0
23437,The Capture of Bigfoot,1979,92.0
23438,Dragon Eyes,2012,88.0
23439,"Love, Wedding, Marriage",2011,90.0
23440,The Little Mermaid: Ariel's Beginning,2008,77.0
23441,Bag It,2011,74.0
23442,Skyfall,2012,143.0
23443,The Thrushes Are Still Singing,1979,123.0
23444,Hands Over the City,1963,105.0
23445,The Householder,1963,100.0
23446,Mais qui a tué Pamela Rose ?,2003,95.0
23447,Louise-Michel,2008,94.0
23448,Forest Warrior,1996,93.0
23449,The Campaign,2012,85.0
23450,Taistelu Näsilinnasta 1918,2012,0.0
23451,Brake,2012,92.0
23452,Hope Springs,2003,90.0
23453,Hope Springs,2012,100.0
23454,K-20: The Fiend with Twenty Faces,2008,137.0
23455,Warning from Space,1956,87.0
23456,Logan's War:  Bound by Honor,1998,90.0
23457,The President's Man: A Line in the Sand,2002,90.0
23458,The Queen of Versailles,2012,100.0
23459,33 Postcards,2011,97.0
23460,The Cutter,2005,92.0
23461,Tender Comrade,1943,102.0
23462,Amish Grace,2010,88.0
23463,Female Agents,2008,117.0
23464,"Captain Video, Master of the Stratosphere",1951,287.0
23465,Run Sister Run!,2010,112.0
23466,Secret Reunion,2010,116.0
23467,War of the Dead,2011,86.0
23468,The One Percent,2006,77.0
23469,Primal,2010,80.0
23470,Dreams That Money Can Buy,1947,99.0
23471,Profound Desires of the Gods,1968,173.0
23472,"See You in Hell, My Darling",1999,110.0
23473,The Rickshaw Man,1958,103.0
23474,Identification Marks: None,1965,73.0
23475,I Am Waiting,1957,91.0
23476,Chillerama,2011,120.0
23477,The Cub Tiger from Kwang Tung,1973,80.0
23478,Not Scared to Die,1973,87.0
23479,Karate Girl,2011,92.0
23480,I Am Bruce Lee,2012,90.0
23481,On Top of the Whale,1982,90.0
23482,Heroic Purgatory,1970,118.0
23483,Beloved,1998,172.0
23484,Beloved,2011,139.0
23485,Wagner's Dream,2012,115.0
23486,Little Birds,2011,94.0
23487,I Hate But Love,1962,106.0
23488,In Custody,1994,126.0
23489,The Heroine,1973,84.0
23490,ParaNorman,2012,90.0
23491,Diary of a Wimpy Kid: Dog Days,2012,94.0
23492,How Bruce Lee Changed the World,2009,120.0
23493,The Rites of May,1977,105.0
23494,The Great Sacrifice,1944,98.0
23495,Immensee,1943,87.0
23496,Bells of Innocence,2003,110.0
23497,The PHD movie,2011,65.0
23499,War of the Arrows,2011,122.0
23500,Hara-Kiri: Death of a Samurai,2011,126.0
23501,Goats,2012,92.0
23502,Celeste & Jesse Forever,2012,91.0
23503,Aliisa,1970,80.0
23504,Our Children,2012,111.0
23505,Hit & Run,2012,100.0
23506,Garden Party,2008,88.0
23507,Broken,2006,110.0
23508,Broken,2012,91.0
23509,Broken,2014,122.0
23510,The Family Tree,2011,87.0
23511,"Je, Tu, Il, Elle",1976,86.0
23512,Cinderella II: Dreams Come True,2002,74.0
23513,Dark Horse,2005,100.0
23514,Dark Horse,2011,84.0
23515,Dark Horse,1992,98.0
23516,Dark Horse,2015,86.0
23517,Black Roses,1988,90.0
23518,6 Days to Air: The Making of South Park,2011,42.0
23519,Funeral Parade of Roses,1969,104.0
23520,Doomsday Book,2012,113.0
23521,Premium Rush,2012,91.0
23522,Letter Never Sent,1960,97.0
23523,Lonesome,1928,69.0
23524,Evil Toons,1992,90.0
23525,From the Life of the Marionettes,1980,104.0
23526,The Odd Life of Timothy Green,2012,105.0
23527,Lawless,2012,115.0
23528,Chameleon,2008,108.0
23529,Piranha 3DD,2012,83.0
23530,Man Is Not a Bird,1965,72.0
23531,ATM,2012,90.0
23532,The Wave,2008,107.0
23533,The Wave,1981,44.0
23534,The Wave,2015,104.0
23535,Sleepwalk with Me,2012,81.0
23536,Dara O Briain Talks Funny: Live in London,2008,96.0
23537,Prime Suspect 3,1993,207.0
23538,Prime Suspect: Inner Circles,1995,102.0
23539,Nocturne 29,1968,86.0
23540,American Mullet,2001,0.0
23541,Prime Suspect: The Final Act,2006,182.0
23542,Searching for Sugar Man,2012,85.0
23543,The Possession,2012,92.0
23544,6 Bullets,2012,115.0
23545,The Dinosaur Project,2012,83.0
23546,Little White Lies,2010,154.0
23547,The Manzanar Fishing Club,2012,0.0
23548,The Apparition,2012,82.0
23549,Dreams of a Life,2011,95.0
23550,Life for Sale,2011,82.0
23551,To Mars by A-Bomb: The Secret History of Project Orion,2003,60.0
23552,Prime Suspect 6: The Last Witness,2004,195.0
23553,Prime Suspect: The Lost Child,1995,101.0
23554,The Zero Years,2005,123.0
23555,Bigfoot Lives,2007,81.0
23556,Conception,2011,77.0
23557,Do We Really Need the Moon?,2011,0.0
23558,French Film,2008,87.0
23559,The Backwoods,2006,97.0
23561,The Great Northfield Minnesota Raid,1972,91.0
23562,The Mikado,1987,130.0
23563,The Model Couple,1977,101.0
23564,Paradise Lost 3: Purgatory,2011,121.0
23565,Bachelorette,2012,87.0
23566,The Words,2012,96.0
23567,Teddy Bear,1981,110.0
23568,Teddy Bear,2012,92.0
23569,Soldier In The Rain,1963,88.0
23570,For My Father,2008,100.0
23571,The Moment of Truth,1965,110.0
23572,Mr. Freedom,1969,95.0
23573,La dama boba,2006,0.0
23574,Pitch Perfect,2012,112.0
23575,The Cold Light of Day,1996,101.0
23576,The Cold Light of Day,2012,93.0
23577,Hello I Must Be Going,2012,95.0
23578,Flowing,1956,117.0
23579,Branded,1950,104.0
23580,Branded,2012,106.0
23581,The Wild Wild West Revisited,1979,96.0
23582,Icon,2005,166.0
23583,The Sugar Curtain,2005,90.0
23584,Samsara,2001,138.0
23585,Samsara,2011,102.0
23586,Runaway Brain,1995,10.0
23587,Looper,2012,118.0
23588,Compliance,2012,90.0
23589,Thy Womb,2012,100.0
23590,That's My Boy,2012,116.0
23591,Arthur and the Revenge of Maltazard,2009,93.0
23592,Deathstalker,1983,80.0
23593,Deathstalker II,1987,85.0
23594,Emergo,2011,80.0
23595,Klitschko,2011,118.0
23596,Kinyarwanda,2011,100.0
23597,Nobody's Children,1951,105.0
23598,Patriotism,1966,30.0
23599,Les Hautes Solitudes,1974,80.0
23600,Vampir-Cuadecuc,1971,67.0
23601,Robot & Frank,2012,85.0
23602,The Punk Syndrome,2012,85.0
23603,Where Do We Go Now?,2011,110.0
23604,Ai Weiwei: Never Sorry,2012,91.0
23605,Stag Night,2008,84.0
23606,Hollywood Sex Wars,2011,98.0
23607,The Age of the Medici,1972,255.0
23608,Something Ventured,2011,84.0
23609,Jesus Henry Christ,2012,92.0
23610,Pirates of the Great Salt Lake,2006,86.0
23611,Resident Evil: Retribution,2012,95.0
23612,Trouble with the Curve,2012,111.0
23613,"Walk Softly, Stranger",1950,81.0
23614,360,2012,110.0
23615,Close,2004,84.0
23616,Straight Shooting,1917,71.0
23617,Employees' Entrance,1933,75.0
23618,The Pearls of the Crown,1937,105.0
23619,Suicide Club,2001,99.0
23620,Suicide Club,2010,96.0
23621,Under African Skies,2012,102.0
23622,Lola Versus,2012,87.0
23623,The Master,2012,137.0
23624,The Master,1992,92.0
23625,The Master,1980,92.0
23626,The Master,2017,109.0
23627,More Wild Wild West,1980,94.0
23628,"John Huston: The Man, the Movies, the Maverick",1989,126.0
23629,Dredd,2012,95.0
23630,We Live Again,1934,85.0
23631,247°F,2011,90.0
23632,Arbitrage,2012,100.0
23633,Blue Like Jazz,2012,106.0
23634,Manual of Love 2,2007,120.0
23635,The Friends at the Margherita Cafe,2009,90.0
23636,Play Girl,1941,77.0
23637,Detropia,2012,93.0
23638,The Liquidator,2011,94.0
23639,The Liquidator,1965,105.0
23640,The Chemical Brothers: Don't Think,2012,165.0
23641,Pearls of the Deep,1966,105.0
23642,The Perfect Murder,1988,93.0
23643,The Hamburg Syndrome,1979,117.0
23644,Kismet,1944,100.0
23645,Kismet,1955,103.0
23646,ChromeSkull: Laid to Rest 2,2011,93.0
23647,Rain over Santiago,1975,112.0
23648,Puckoon,2002,82.0
23649,Dolan's Cadillac,2009,81.0
23650,A Pig's Tale,1996,94.0
23651,Nobody Knows Anybody,1999,105.0
23652,Breathless,1983,100.0
23653,Breathless,1960,90.0
23654,Breathless,2008,130.0
23655,Breathless,2012,91.0
23656,Blood Money,2012,106.0
23657,End of Watch,2012,109.0
23658,"High, Wide, and Handsome",1937,110.0
23659,V/H/S,2012,116.0
23660,Boxing Gym,2010,91.0
23661,Everyone,2004,90.0
23662,The Perks of Being a Wallflower,2012,102.0
23663,The Hunt,1966,91.0
23664,The Hunt,2012,115.0
23665,Holy Motors,2012,115.0
23666,Knuckleball!,2012,93.0
23667,Either Way,2011,84.0
23668,The Hunter,1980,93.0
23669,The Hunter,2011,102.0
23670,The Hunter,2010,90.0
23671,Behind the Burly Q,2010,97.0
23672,Two Rabbits,2012,108.0
23673,Sparkle,2012,116.0
23674,Sparkle,1976,98.0
23675,Guilty Hearts,2006,180.0
23676,Thin Ice,2011,93.0
23677,Thin Ice,1937,79.0
23678,Red Lights,2004,105.0
23679,Red Lights,2012,119.0
23680,The Rocky Saga: Going the Distance,2011,120.0
23681,Taken 2,2012,91.0
23682,The Paperboy,2012,107.0
23683,Sam Peckinpah: Man of Iron,1993,90.0
23684,Shut Up and Play the Hits,2012,105.0
23685,The Private Life of Don Juan,1934,89.0
23686,Quadrille,1938,95.0
23687,One Nine Nine Four,2009,90.0
23688,Bleach the Movie: Fade to Black,2008,94.0
23689,The Making of a Legend: Gone with the Wind,1988,124.0
23690,In Passing,2011,75.0
23691,The Crush,1993,89.0
23692,The Crush,1967,49.0
23693,Nanayo,2008,90.0
23694,Road North,2012,110.0
23695,A Royal Affair,2012,137.0
23696,House at the End of the Street,2012,101.0
23697,Attack of the 50 Foot Cheerleader,2012,83.0
23698,Erotic Nights of the Living Dead,1980,112.0
23699,2-Headed Shark Attack,2012,90.0
23700,"Hard, Fast and Beautiful",1951,78.0
23701,The Newest Pledge,2012,85.0
23702,Despair,1978,119.0
23703,My Left Eye Sees Ghosts,2002,97.0
23704,2016: Obama's America,2012,87.0
23705,A Happy Event,2011,107.0
23706,Love Lasts Three Years,2011,98.0
23707,Volcano,1997,104.0
23708,Volcano,2011,95.0
23709,Volcano,2015,100.0
23710,Presumed Guilty,2008,87.0
23711,Presumed Guilty,2011,102.0
23712,Surviving Progress,2011,86.0
23713,Doughboys,1930,79.0
23714,Tobor the Great,1954,77.0
23715,Lightnin',1925,104.0
23716,The Tall Man,2012,106.0
23717,Laurence Anyways,2012,168.0
23718,The Magic of Belle Isle,2012,109.0
23719,The Lie,2011,80.0
23720,The Painted Veil,2006,125.0
23721,The Painted Veil,1934,85.0
23722,LOL,2006,81.0
23723,LOL,2012,97.0
23724,Stormy Waters,1941,91.0
23725,A Report on the Party and the Guests,1966,70.0
23726,The Sapphires,2012,103.0
